assay,num_ground_truth_mutants,raw_ground_truth_rows,invalid_ground_truth_score_rows,invalid_ground_truth_mutant_rows,duplicate_ground_truth_mutants_collapsed,num_predictions,num_selected,num_unique_legal_selected,num_illegal_predictions,num_duplicate_predictions,illegal_predictions_within_budget,duplicate_predictions_within_budget,NMS@40,Recall@40
PROTEINGYM_HXK4_HUMAN_Gersing_2022_activity,8570,8570,0,0,0,8570,40,40,0,0,0,0,0.8676943713541199,0.025
PROTEINGYM_HXK4_HUMAN_Gersing_2023_abundance,8396,8396,0,0,0,8396,40,40,0,0,0,0,0.8758122097862323,0.0
PROTEINGYM_I6TAH8_I68A0_Doud_2015,9462,9462,0,0,0,9462,40,40,0,0,0,0,0.90677581831387,0.05
PROTEINGYM_KCNE1_HUMAN_Muhammad_2023_function,2315,2315,0,0,0,2315,40,40,0,0,0,0,0.8842856822481541,0.05
PROTEINGYM_KCNJ2_MOUSE_Coyote-Maestas_2022_function,6963,6963,0,0,0,6963,40,40,0,0,0,0,0.9273974537986733,0.05
PROTEINGYM_KKA2_KLEPN_Melnikov_2014,4960,4960,0,0,0,4960,40,40,0,0,0,0,0.7403390263912122,0.0
PROTEINGYM_LGK_LIPST_Klesmith_2015,7890,7890,0,0,0,7890,40,40,0,0,0,0,0.9441646651687714,0.1
PROTEINGYM_MET_HUMAN_Estevam_2023,5393,5393,0,0,0,5393,40,40,0,0,0,0,0.9966849934701562,0.025
PROTEINGYM_MK01_HUMAN_Brenan_2016,6809,6809,0,0,0,6809,40,40,0,0,0,0,0.6498598710874696,0.0
PROTEINGYM_NCAP_I34A1_Doud_2015,9462,9462,0,0,0,9462,40,40,0,0,0,0,0.7911883186909124,0.0
PROTEINGYM_NUD15_HUMAN_Suiter_2020,2844,2844,0,0,0,2844,40,40,0,0,0,0,0.9305572902958518,0.05
PROTEINGYM_OXDA_RHOTO_Vanella_2023_activity,6396,6396,0,0,0,6396,40,40,0,0,0,0,0.5443093630955269,0.0
PROTEINGYM_P53_HUMAN_Giacomelli_2018_Null_Etoposide,7467,7467,0,0,0,7467,40,40,0,0,0,0,0.8035475354562989,0.0
PROTEINGYM_P53_HUMAN_Giacomelli_2018_Null_Nutlin,7467,7467,0,0,0,7467,40,40,0,0,0,0,0.5980478819047721,0.0
PROTEINGYM_P53_HUMAN_Giacomelli_2018_WT_Nutlin,7467,7467,0,0,0,7467,40,40,0,0,0,0,0.6287393638647523,0.0
PROTEINGYM_PHOT_CHLRE_Chen_2023,2122,2122,0,0,0,2122,40,40,0,0,0,0,0.9390630478027286,0.05
PROTEINGYM_POLG_DEN26_Suphatrakul_2023,16897,16897,0,0,0,16897,40,40,0,0,0,0,0.8508687918414255,0.0
PROTEINGYM_PPARG_HUMAN_Majithia_2016,9576,9576,0,0,0,9576,40,40,0,0,0,0,0.8686013986013985,0.0
PROTEINGYM_PTEN_HUMAN_Mighell_2018,7260,7260,0,0,0,7260,40,40,0,0,0,0,0.7929256612236785,0.0
PROTEINGYM_RASH_HUMAN_Bandaru_2017,3134,3134,0,0,0,3134,40,40,0,0,0,0,0.2880869080017339,0.0
PROTEINGYM_REV_HV1H2_Fernandes_2016,2147,2147,0,0,0,2147,40,40,0,0,0,0,0.6082170922223843,0.0
PROTEINGYM_RNC_ECOLI_Weeks_2023,4277,4277,0,0,0,4277,40,40,0,0,0,0,0.9401962447741461,0.025
PROTEINGYM_S22A1_HUMAN_Yee_2023_abundance,9803,9803,0,0,0,9803,40,40,0,0,0,0,0.9216121988163493,0.05
PROTEINGYM_S22A1_HUMAN_Yee_2023_activity,10094,10094,0,0,0,10094,40,40,0,0,0,0,0.6040296309978627,0.0
PROTEINGYM_SC6A4_HUMAN_Young_2021,11576,11576,0,0,0,11576,40,40,0,0,0,0,0.8274715956922644,0.05
PROTEINGYM_SHOC2_HUMAN_Kwon_2022,10972,10972,0,0,0,10972,40,40,0,0,0,0,0.6156682506647079,0.0
PROTEINGYM_SUMO1_HUMAN_Weile_2017,1700,1700,0,0,0,1700,40,40,0,0,0,0,0.7134045813054865,0.0
PROTEINGYM_TAT_HV1BR_Fernandes_2016,1577,1577,0,0,0,1577,40,40,0,0,0,0,0.7988825320476399,0.075
PROTEINGYM_UBC9_HUMAN_Weile_2017,2563,2563,0,0,0,2563,40,40,0,0,0,0,0.587268654905497,0.05
PROTEINGYM_VKOR1_HUMAN_Chiasson_2020_abundance,2695,2695,0,0,0,2695,40,40,0,0,0,0,0.8557506852823293,0.0
SLC13A5_zenodo_15352983_joined_variants_scores,9200,9200,0,0,0,9200,40,40,0,0,0,0,0.4748273318262917,0.0
urn_mavedb_00000657-b-1,5842,5842,0,0,0,5842,40,40,0,0,0,0,0.8971260796061665,0.025
urn_mavedb_00001281-a-2,8751,8751,0,0,0,8751,40,40,0,0,0,0,0.9949717226809444,0.025
